//ID,Type,Name,CastTime,Cooldown,MP
FA1D0000,SKILL_CH_SPEAR_ROUNDAREA_E_02,Ghost Spear - Emperor,2800,5000,4456
FB1D0000,SKILL_CH_SPEAR_ROUNDAREA_E_03,Ghost Spear - Emperor,2800,5000,4717
FC1D0000,SKILL_CH_SPEAR_ROUNDAREA_E_04,Ghost Spear - Emperor,2800,5000,4991
FD1D0000,SKILL_CH_SPEAR_ROUNDAREA_E_05,Ghost Spear - Emperor,2800,5000,5280
FE1D0000,SKILL_CH_SPEAR_ROUNDAREA_F_01,Ghost Spear - Sea God,2800,5000,6241
FF1D0000,SKILL_CH_SPEAR_CHAIN_F_1S_01,Chain Spear - Phoenix,661,8000,3745
001E0000,SKILL_CH_SPEAR_CHAIN_F_1S_02,Chain Spear - Phoenix,661,8000,3968
011E0000,SKILL_CH_SPEAR_CHAIN_F_1S_03,Chain Spear - Phoenix,661,8000,4202
021E0000,SKILL_CH_SPEAR_CHAIN_F_1S_04,Chain Spear - Phoenix,661,8000,4448
031E0000,SKILL_CH_SPEAR_CHAIN_F_1S_05,Chain Spear - Phoenix,661,8000,4707
041E0000,SKILL_CH_SPEAR_CHAIN_F_1S_06,Chain Spear - Phoenix,661,8000,4981
051E0000,SKILL_CH_SPEAR_CHAIN_F_1S_07,Chain Spear - Phoenix,661,8000,5268
061E0000,SKILL_CH_SPEAR_CHAIN_F_1S_08,Chain Spear - Phoenix,661,8000,5571
071E0000,SKILL_CH_SPEAR_CHAIN_F_1S_09,Chain Spear - Phoenix,661,8000,5890
081E0000,SKILL_CH_SPEAR_CHAIN_F_1S_10,Chain Spear - Phoenix,661,8000,6225
091E0000,SKILL_CH_SPEAR_CHAIN_F_1S_11,Chain Spear - Phoenix,661,8000,6577
0A1E0000,SKILL_CH_SPEAR_CHAIN_F_1S_12,Chain Spear - Phoenix,661,8000,6948
0B1E0000,SKILL_CH_SPEAR_CHAIN_F_1S_13,Chain Spear - Phoenix,661,8000,7339
0C1E0000,SKILL_CH_SPEAR_CHAIN_F_1S_14,Chain Spear - Phoenix,661,8000,7749
0D1E0000,SKILL_CH_SPEAR_CHAIN_F_1S_15,Chain Spear - Phoenix,661,8000,8181
0E1E0000,SKILL_CH_SPEAR_CHAIN_F_2S_01,Chain Spear - Phoenix,725,8000,0
0F1E0000,SKILL_CH_SPEAR_CHAIN_F_2S_02,Chain Spear - Phoenix,725,8000,0
101E0000,SKILL_CH_SPEAR_CHAIN_F_2S_03,Chain Spear - Phoenix,725,8000,0
111E0000,SKILL_CH_SPEAR_CHAIN_F_2S_04,Chain Spear - Phoenix,725,8000,0
121E0000,SKILL_CH_SPEAR_CHAIN_F_2S_05,Chain Spear - Phoenix,725,8000,0
131E0000,SKILL_CH_SPEAR_CHAIN_F_2S_06,Chain Spear - Phoenix,725,8000,0
141E0000,SKILL_CH_SPEAR_CHAIN_F_2S_07,Chain Spear - Phoenix,725,8000,0
151E0000,SKILL_CH_SPEAR_CHAIN_F_2S_08,Chain Spear - Phoenix,725,8000,0
161E0000,SKILL_CH_SPEAR_CHAIN_F_2S_09,Chain Spear - Phoenix,725,8000,0
171E0000,SKILL_CH_SPEAR_CHAIN_F_2S_10,Chain Spear - Phoenix,725,8000,0
181E0000,SKILL_CH_SPEAR_CHAIN_F_2S_11,Chain Spear - Phoenix,725,8000,0
191E0000,SKILL_CH_SPEAR_CHAIN_F_2S_12,Chain Spear - Phoenix,725,8000,0
1A1E0000,SKILL_CH_SPEAR_CHAIN_F_2S_13,Chain Spear - Phoenix,725,8000,0
1B1E0000,SKILL_CH_SPEAR_CHAIN_F_2S_14,Chain Spear - Phoenix,725,8000,0
1C1E0000,SKILL_CH_SPEAR_CHAIN_F_2S_15,Chain Spear - Phoenix,725,8000,0
1D1E0000,SKILL_CH_SPEAR_CHAIN_F_3S_01,Chain Spear - Phoenix,592,0,0
1E1E0000,SKILL_CH_SPEAR_CHAIN_F_3S_02,Chain Spear - Phoenix,592,0,0
1F1E0000,SKILL_CH_SPEAR_CHAIN_F_3S_03,Chain Spear - Phoenix,592,0,0
201E0000,SKILL_CH_SPEAR_CHAIN_F_3S_04,Chain Spear - Phoenix,592,0,0
211E0000,SKILL_CH_SPEAR_CHAIN_F_3S_05,Chain Spear - Phoenix,592,0,0
221E0000,SKILL_CH_SPEAR_CHAIN_F_3S_06,Chain Spear - Phoenix,592,0,0
231E0000,SKILL_CH_SPEAR_CHAIN_F_3S_07,Chain Spear - Phoenix,592,0,0
241E0000,SKILL_CH_SPEAR_CHAIN_F_3S_08,Chain Spear - Phoenix,592,0,0
251E0000,SKILL_CH_SPEAR_CHAIN_F_3S_09,Chain Spear - Phoenix,592,0,0
261E0000,SKILL_CH_SPEAR_CHAIN_F_3S_10,Chain Spear - Phoenix,592,0,0
271E0000,SKILL_CH_SPEAR_CHAIN_F_3S_11,Chain Spear - Phoenix,592,0,0
281E0000,SKILL_CH_SPEAR_CHAIN_F_3S_12,Chain Spear - Phoenix,592,0,0
291E0000,SKILL_CH_SPEAR_CHAIN_F_3S_13,Chain Spear - Phoenix,592,0,0
2A1E0000,SKILL_CH_SPEAR_CHAIN_F_3S_14,Chain Spear - Phoenix,592,0,0
2B1E0000,SKILL_CH_SPEAR_CHAIN_F_3S_15,Chain Spear - Phoenix,592,0,0
2C1E0000,SKILL_CH_SPEAR_CHAIN_F_4S_01,Chain Spear - Phoenix,1192,0,0
2D1E0000,SKILL_CH_SPEAR_CHAIN_F_4S_02,Chain Spear - Phoenix,1192,0,0
2E1E0000,SKILL_CH_SPEAR_CHAIN_F_4S_03,Chain Spear - Phoenix,1192,0,0
2F1E0000,SKILL_CH_SPEAR_CHAIN_F_4S_04,Chain Spear - Phoenix,1192,0,0
301E0000,SKILL_CH_SPEAR_CHAIN_F_4S_05,Chain Spear - Phoenix,1192,0,0
311E0000,SKILL_CH_SPEAR_CHAIN_F_4S_06,Chain Spear - Phoenix,1192,0,0
321E0000,SKILL_CH_SPEAR_CHAIN_F_4S_07,Chain Spear - Phoenix,1192,0,0
331E0000,SKILL_CH_SPEAR_CHAIN_F_4S_08,Chain Spear - Phoenix,1192,0,0
341E0000,SKILL_CH_SPEAR_CHAIN_F_4S_09,Chain Spear - Phoenix,1192,0,0
351E0000,SKILL_CH_SPEAR_CHAIN_F_4S_10,Chain Spear - Phoenix,1192,0,0
361E0000,SKILL_CH_SPEAR_CHAIN_F_4S_11,Chain Spear - Phoenix,1192,0,0
371E0000,SKILL_CH_SPEAR_CHAIN_F_4S_12,Chain Spear - Phoenix,1192,0,0
381E0000,SKILL_CH_SPEAR_CHAIN_F_4S_13,Chain Spear - Phoenix,1192,0,0
391E0000,SKILL_CH_SPEAR_CHAIN_F_4S_14,Chain Spear - Phoenix,1192,0,0
3A1E0000,SKILL_CH_SPEAR_CHAIN_F_4S_15,Chain Spear - Phoenix,1192,0,0
3B1E0000,SKILL_CH_SPEAR_CHAIN_F_5S_01,Chain Spear - Phoenix,694,0,0
3C1E0000,SKILL_CH_SPEAR_CHAIN_F_5S_02,Chain Spear - Phoenix,694,0,0
3D1E0000,SKILL_CH_SPEAR_CHAIN_F_5S_03,Chain Spear - Phoenix,694,0,0
3E1E0000,SKILL_CH_SPEAR_CHAIN_F_5S_04,Chain Spear - Phoenix,694,0,0
3F1E0000,SKILL_CH_SPEAR_CHAIN_F_5S_05,Chain Spear - Phoenix,694,0,0
401E0000,SKILL_CH_SPEAR_CHAIN_F_5S_06,Chain Spear - Phoenix,694,0,0
411E0000,SKILL_CH_SPEAR_CHAIN_F_5S_07,Chain Spear - Phoenix,694,0,0
421E0000,SKILL_CH_SPEAR_CHAIN_F_5S_08,Chain Spear - Phoenix,694,0,0
431E0000,SKILL_CH_SPEAR_CHAIN_F_5S_09,Chain Spear - Phoenix,694,0,0
441E0000,SKILL_CH_SPEAR_CHAIN_F_5S_10,Chain Spear - Phoenix,694,0,0
451E0000,SKILL_CH_SPEAR_CHAIN_F_5S_11,Chain Spear - Phoenix,694,0,0
461E0000,SKILL_CH_SPEAR_CHAIN_F_5S_12,Chain Spear - Phoenix,694,0,0
471E0000,SKILL_CH_SPEAR_CHAIN_F_5S_13,Chain Spear - Phoenix,694,0,0
481E0000,SKILL_CH_SPEAR_CHAIN_F_5S_14,Chain Spear - Phoenix,694,0,0
491E0000,SKILL_CH_SPEAR_CHAIN_F_5S_15,Chain Spear - Phoenix,694,0,0
4A1E0000,SKILL_CH_SPEAR_CHAIN_F_6S_01,Chain Spear - Phoenix,891,0,0
4B1E0000,SKILL_CH_SPEAR_CHAIN_F_6S_02,Chain Spear - Phoenix,891,0,0
4C1E0000,SKILL_CH_SPEAR_CHAIN_F_6S_03,Chain Spear - Phoenix,891,0,0
4D1E0000,SKILL_CH_SPEAR_CHAIN_F_6S_04,Chain Spear - Phoenix,891,0,0
4E1E0000,SKILL_CH_SPEAR_CHAIN_F_6S_05,Chain Spear - Phoenix,891,0,0
4F1E0000,SKILL_CH_SPEAR_CHAIN_F_6S_06,Chain Spear - Phoenix,891,0,0
501E0000,SKILL_CH_SPEAR_CHAIN_F_6S_07,Chain Spear - Phoenix,891,0,0
511E0000,SKILL_CH_SPEAR_CHAIN_F_6S_08,Chain Spear - Phoenix,891,0,0
521E0000,SKILL_CH_SPEAR_CHAIN_F_6S_09,Chain Spear - Phoenix,891,0,0
531E0000,SKILL_CH_SPEAR_CHAIN_F_6S_10,Chain Spear - Phoenix,891,0,0
541E0000,SKILL_CH_SPEAR_CHAIN_F_6S_11,Chain Spear - Phoenix,891,0,0
551E0000,SKILL_CH_SPEAR_CHAIN_F_6S_12,Chain Spear - Phoenix,891,0,0
561E0000,SKILL_CH_SPEAR_CHAIN_F_6S_13,Chain Spear - Phoenix,891,0,0
571E0000,SKILL_CH_SPEAR_CHAIN_F_6S_14,Chain Spear - Phoenix,891,0,0
581E0000,SKILL_CH_SPEAR_CHAIN_F_6S_15,Chain Spear - Phoenix,891,0,0
591E0000,SKILL_CH_SPEAR_CHAIN_G_1S_01,Chain Spear - Heaven,613,8000,8238
5A1E0000,SKILL_CH_SPEAR_CHAIN_G_1S_02,Chain Spear - Heaven,613,8000,8698
5B1E0000,SKILL_CH_SPEAR_CHAIN_G_1S_03,Chain Spear - Heaven,613,8000,9181
5C1E0000,SKILL_CH_SPEAR_CHAIN_G_2S_01,Chain Spear - Heaven,925,0,0
5D1E0000,SKILL_CH_SPEAR_CHAIN_G_2S_02,Chain Spear - Heaven,925,0,0
5E1E0000,SKILL_CH_SPEAR_CHAIN_G_2S_03,Chain Spear - Heaven,925,0,0
5F1E0000,SKILL_CH_SPEAR_CHAIN_G_3S_01,Chain Spear - Heaven,826,0,0
601E0000,SKILL_CH_SPEAR_CHAIN_G_3S_02,Chain Spear - Heaven,826,0,0
611E0000,SKILL_CH_SPEAR_CHAIN_G_3S_03,Chain Spear - Heaven,826,0,0
621E0000,SKILL_CH_SPEAR_CHAIN_G_4S_01,Chain Spear - Heaven,679,0,0
631E0000,SKILL_CH_SPEAR_CHAIN_G_4S_02,Chain Spear - Heaven,679,0,0
641E0000,SKILL_CH_SPEAR_CHAIN_G_4S_03,Chain Spear - Heaven,679,0,0
651E0000,SKILL_CH_SPEAR_CHAIN_G_5S_01,Chain Spear - Heaven,728,0,0
661E0000,SKILL_CH_SPEAR_CHAIN_G_5S_02,Chain Spear - Heaven,728,0,0
671E0000,SKILL_CH_SPEAR_CHAIN_G_5S_03,Chain Spear - Heaven,728,0,0
681E0000,SKILL_CH_SPEAR_CHAIN_G_6S_01,Chain Spear - Heaven,958,0,0
691E0000,SKILL_CH_SPEAR_CHAIN_G_6S_02,Chain Spear - Heaven,958,0,0
6A1E0000,SKILL_CH_SPEAR_CHAIN_G_6S_03,Chain Spear - Heaven,958,0,0
6B1E0000,SKILL_CH_SPEAR_CHAIN_G_7S_01,Chain Spear - Heaven,744,0,0
6C1E0000,SKILL_CH_SPEAR_CHAIN_G_7S_02,Chain Spear - Heaven,744,0,0
6D1E0000,SKILL_CH_SPEAR_CHAIN_G_7S_03,Chain Spear - Heaven,744,0,0
6E1E0000,SKILL_CH_SPEAR_SHOOT_C_01,Flying Dragon - Bless ,1256,8000,1310
6F1E0000,SKILL_CH_SPEAR_SHOOT_C_02,Flying Dragon - Bless ,1256,8000,1396
701E0000,SKILL_CH_SPEAR_SHOOT_C_03,Flying Dragon - Bless ,1256,8000,1487
711E0000,SKILL_CH_SPEAR_SHOOT_C_04,Flying Dragon - Bless ,1256,8000,1582
721E0000,SKILL_CH_SPEAR_SHOOT_C_05,Flying Dragon - Bless ,1256,8000,1683
731E0000,SKILL_CH_SPEAR_SHOOT_C_06,Flying Dragon - Bless ,1256,8000,1790
741E0000,SKILL_CH_SPEAR_SHOOT_C_07,Flying Dragon - Bless ,1256,8000,1902
751E0000,SKILL_CH_SPEAR_SHOOT_C_08,Flying Dragon - Bless ,1256,8000,2021
761E0000,SKILL_CH_SPEAR_SHOOT_C_09,Flying Dragon - Bless ,1256,8000,2145
771E0000,SKILL_CH_SPEAR_SHOOT_D_01,Flying Dragon - Flash,1375,8000,4673
781E0000,SKILL_CH_SPEAR_SHOOT_D_02,Flying Dragon - Flash,1375,8000,4944
791E0000,SKILL_CH_SPEAR_SHOOT_D_03,Flying Dragon - Flash,1375,8000,5231
7A1E0000,SKILL_CH_SPEAR_SHOOT_D_04,Flying Dragon - Flash,1375,8000,5532
7B1E0000,SKILL_CH_SPEAR_SHOOT_D_05,Flying Dragon - Flash,1375,8000,5849
7C1E0000,SKILL_CH_SPEAR_SHOOT_D_06,Flying Dragon - Flash,1375,8000,6183
7D1E0000,SKILL_CH_SPEAR_SHOOT_D_07,Flying Dragon - Flash,1375,8000,6534
7E1E0000,SKILL_CH_SPEAR_SHOOT_D_08,Flying Dragon - Flash,1375,8000,6903
7F1E0000,SKILL_CH_SPEAR_SHOOT_D_09,Flying Dragon - Flash,1375,8000,7292
801E0000,SKILL_CH_SPEAR_SHOOT_D_10,Flying Dragon - Flash,1375,8000,7700
811E0000,SKILL_CH_SPEAR_SHOOT_D2_01,Flying Dragon - Flash,1195,8000,0
821E0000,SKILL_CH_SPEAR_SHOOT_D2_02,Flying Dragon - Flash,1195,8000,0
831E0000,SKILL_CH_SPEAR_SHOOT_D2_03,Flying Dragon - Flash,1195,8000,0
841E0000,SKILL_CH_SPEAR_SHOOT_D2_04,Flying Dragon - Flash,1195,8000,0
851E0000,SKILL_CH_SPEAR_SHOOT_D2_05,Flying Dragon - Flash,1195,8000,0
861E0000,SKILL_CH_SPEAR_SHOOT_D2_06,Flying Dragon - Flash,1195,8000,0
871E0000,SKILL_CH_SPEAR_SHOOT_D2_07,Flying Dragon - Flash,1195,8000,0
881E0000,SKILL_CH_SPEAR_SHOOT_D2_08,Flying Dragon - Flash,1195,8000,0
891E0000,SKILL_CH_SPEAR_SHOOT_D2_09,Flying Dragon - Flash,1195,8000,0
8A1E0000,SKILL_CH_SPEAR_SHOOT_D2_10,Flying Dragon - Flash,1195,8000,0
8B1E0000,SKILL_CH_SPEAR_SHOOT_E_01,Flying Dragon - Sky,1375,8000,8582
8C1E0000,SKILL_CH_SPEAR_SHOOT_E2_01,Flying Dragon - Sky,1195,8000,0
8D1E0000,SKILL_CH_BOW_CRITICAL_D_01,Anti Devil Bow - Strike,530,4000,1012
8E1E0000,SKILL_CH_BOW_CRITICAL_D_02,Anti Devil Bow - Strike,530,4000,1077
8F1E0000,SKILL_CH_BOW_CRITICAL_D_03,Anti Devil Bow - Strike,530,4000,1145
901E0000,SKILL_CH_BOW_CRITICAL_D_04,Anti Devil Bow - Strike,530,4000,1216
911E0000,SKILL_CH_BOW_CRITICAL_D_05,Anti Devil Bow - Strike,530,4000,1292
921E0000,SKILL_CH_BOW_CRITICAL_D_06,Anti Devil Bow - Strike,530,4000,1371
931E0000,SKILL_CH_BOW_CRITICAL_D_07,Anti Devil Bow - Strike,530,4000,1455
941E0000,SKILL_CH_BOW_CRITICAL_D_08,Anti Devil Bow - Strike,530,4000,1544
951E0000,SKILL_CH_BOW_CRITICAL_D_09,Anti Devil Bow - Strike,530,4000,1637
961E0000,SKILL_CH_BOW_CRITICAL_E_01,Anti Devil Bow - Annihilate,530,4000,1852
971E0000,SKILL_CH_BOW_CRITICAL_E_02,Anti Devil Bow - Annihilate,530,4000,1963
981E0000,SKILL_CH_BOW_CRITICAL_E_03,Anti Devil Bow - Annihilate,530,4000,2079
991E0000,SKILL_CH_BOW_CRITICAL_E_04,Anti Devil Bow - Annihilate,530,4000,2201
9A1E0000,SKILL_CH_BOW_CRITICAL_E_05,Anti Devil Bow - Annihilate,530,4000,2330
9B1E0000,SKILL_CH_BOW_CRITICAL_E_06,Anti Devil Bow - Annihilate,530,4000,2465
9C1E0000,SKILL_CH_BOW_CRITICAL_E_07,Anti Devil Bow - Annihilate,530,4000,2608
9D1E0000,SKILL_CH_BOW_CRITICAL_E_08,Anti Devil Bow - Annihilate,530,4000,2758
9E1E0000,SKILL_CH_BOW_CRITICAL_E_09,Anti Devil Bow - Annihilate,530,4000,2916
9F1E0000,SKILL_CH_BOW_CRITICAL_F_01,Anti Devil Bow - Demolition,530,4000,3282
A01E0000,SKILL_CH_BOW_CRITICAL_F_02,Anti Devil Bow - Demolition,530,4000,3468
A11E0000,SKILL_CH_BOW_CRITICAL_F_03,Anti Devil Bow - Demolition,530,4000,3664
A21E0000,SKILL_CH_BOW_CRITICAL_F_04,Anti Devil Bow - Demolition,530,4000,3869
A31E0000,SKILL_CH_BOW_CRITICAL_F_05,Anti Devil Bow - Demolition,530,4000,4086
A41E0000,SKILL_CH_BOW_CRITICAL_G_01,Anti Devil Bow - Moon light,530,4000,4432
A51E0000,SKILL_CH_BOW_CHAIN_D_01,5 Arrow Combo ,562,4000,790
A61E0000,SKILL_CH_BOW_CHAIN_D_02,5 Arrow Combo ,562,4000,840
A71E0000,SKILL_CH_BOW_CHAIN_D_03,5 Arrow Combo ,562,4000,892
A81E0000,SKILL_CH_BOW_CHAIN_D_04,5 Arrow Combo ,562,4000,947
A91E0000,SKILL_CH_BOW_CHAIN_D_05,5 Arrow Combo ,562,4000,1006
AA1E0000,SKILL_CH_BOW_CHAIN_D_06,5 Arrow Combo ,562,4000,1067
AB1E0000,SKILL_CH_BOW_CHAIN_D_07,5 Arrow Combo ,562,4000,1132
AC1E0000,SKILL_CH_BOW_CHAIN_D_08,5 Arrow Combo ,562,4000,1201
AD1E0000,SKILL_CH_BOW_CHAIN_D_09,5 Arrow Combo ,562,4000,1273
AE1E0000,SKILL_CH_BOW_CHAIN_E_01,6 Arrow Combo,562,4000,1782
AF1E0000,SKILL_CH_BOW_CHAIN_E_02,6 Arrow Combo,562,4000,1886
B01E0000,SKILL_CH_BOW_CHAIN_E_03,6 Arrow Combo,562,4000,1997
B11E0000,SKILL_CH_BOW_CHAIN_E_04,6 Arrow Combo,562,4000,2113
B21E0000,SKILL_CH_BOW_CHAIN_E_05,6 Arrow Combo,562,4000,2235
B31E0000,SKILL_CH_BOW_CHAIN_E_06,6 Arrow Combo,562,4000,2364
B41E0000,SKILL_CH_BOW_CHAIN_E_07,6 Arrow Combo,562,4000,2500
B51E0000,SKILL_CH_BOW_CHAIN_E_08,6 Arrow Combo,562,4000,2642
B61E0000,SKILL_CH_BOW_CHAIN_E_09,6 Arrow Combo,562,4000,2792
B71E0000,SKILL_CH_BOW_CHAIN_F_01,7 Arrow Combo,564,4000,3817
B81E0000,SKILL_CH_BOW_CHAIN_F_02,7 Arrow Combo,564,4000,4030
B91E0000,SKILL_CH_BOW_CHAIN_F_03,7 Arrow Combo,564,4000,4254
BA1E0000,SKILL_CH_BOW_CALL_D_01,Lightning Hawk Summon,1000,1000,1145
BB1E0000,SKILL_CH_BOW_CALL_D_02,Lightning Hawk Summon,1000,1000,1259
BC1E0000,SKILL_CH_BOW_CALL_D_03,Lightning Hawk Summon,1000,1000,1383
BD1E0000,SKILL_CH_BOW_CALL_D_04,Lightning Hawk Summon,1000,1000,1517
BE1E0000,SKILL_CH_BOW_CALL_D_05,Lightning Hawk Summon,1000,1000,1663
BF1E0000,SKILL_CH_BOW_CALL_D_06,Lightning Hawk Summon,1000,1000,1820
C01E0000,SKILL_CH_BOW_CALL_D_07,Lightning Hawk Summon,1000,1000,1991
C11E0000,SKILL_CH_BOW_CALL_D_08,Lightning Hawk Summon,1000,1000,2175
C21E0000,SKILL_CH_BOW_CALL_D_09,Lightning Hawk Summon,1000,1000,2375
C31E0000,SKILL_CH_BOW_CALL_D_10,Lightning Hawk Summon,1000,1000,2591
C41E0000,SKILL_CH_BOW_CALL_D_11,Lightning Hawk Summon,1000,1000,2825
C51E0000,SKILL_CH_BOW_CALL_D_12,Lightning Hawk Summon,1000,1000,3077
C61E0000,SKILL_CH_BOW_CALL_E_01,Ice Hawk,1000,1000,2133
C71E0000,SKILL_CH_BOW_CALL_E_02,Ice Hawk,1000,1000,2260
C81E0000,SKILL_CH_BOW_CALL_E_03,Ice Hawk,1000,1000,2393
C91E0000,SKILL_CH_BOW_CALL_E_04,Ice Hawk,1000,1000,2532
CA1E0000,SKILL_CH_BOW_CALL_E_05,Ice Hawk,1000,1000,2680
CB1E0000,SKILL_CH_BOW_CALL_E_06,Ice Hawk,1000,1000,2835
CC1E0000,SKILL_CH_BOW_CALL_E_07,Ice Hawk,1000,1000,2998
CD1E0000,SKILL_CH_BOW_CALL_F_01,Fire Hawk,1000,1000,4189
CE1E0000,SKILL_CH_BOW_PIERCE_D_01,Autumn Wind - Red,530,5000,1282
CF1E0000,SKILL_CH_BOW_PIERCE_D_02,Autumn Wind - Red,530,5000,1360
D01E0000,SKILL_CH_BOW_PIERCE_D_03,Autumn Wind - Red,530,5000,1443
D11E0000,SKILL_CH_BOW_PIERCE_D_04,Autumn Wind - Red,530,5000,1531
D21E0000,SKILL_CH_BOW_PIERCE_D_05,Autumn Wind - Red,530,5000,1623
D31E0000,SKILL_CH_BOW_PIERCE_D_06,Autumn Wind - Red,530,5000,1720
D41E0000,SKILL_CH_BOW_PIERCE_D_07,Autumn Wind - Red,530,5000,1822
D51E0000,SKILL_CH_BOW_PIERCE_D_08,Autumn Wind - Red,530,5000,1930
D61E0000,SKILL_CH_BOW_PIERCE_D_09,Autumn Wind - Red,530,5000,2044
D71E0000,SKILL_CH_BOW_PIERCE_E_01,Autumn Wind - Devil,530,5000,2422
D81E0000,SKILL_CH_BOW_PIERCE_E_02,Autumn Wind - Devil,530,5000,2561
D91E0000,SKILL_CH_BOW_PIERCE_E_03,Autumn Wind - Devil,530,5000,2708
DA1E0000,SKILL_CH_BOW_PIERCE_E_04,Autumn Wind - Devil,530,5000,2862
DB1E0000,SKILL_CH_BOW_PIERCE_E_05,Autumn Wind - Devil,530,5000,3025
DC1E0000,SKILL_CH_BOW_PIERCE_E_06,Autumn Wind - Devil,530,5000,3196
DD1E0000,SKILL_CH_BOW_PIERCE_E_07,Autumn Wind - Devil,530,5000,3376
DE1E0000,SKILL_CH_BOW_PIERCE_F_01,Autumn Wind - Dragon,530,5000,4279
DF1E0000,SKILL_CH_BOW_NORMAL_D_01,Phoenix Soul Arrow,0,5000,1011
E01E0000,SKILL_CH_BOW_NORMAL_D_02,Phoenix Soul Arrow,0,5000,1142
E11E0000,SKILL_CH_BOW_NORMAL_D_03,Phoenix Soul Arrow,0,5000,1288
E21E0000,SKILL_CH_BOW_NORMAL_D_04,Phoenix Soul Arrow,0,5000,1450
E31E0000,SKILL_CH_BOW_NORMAL_D_05,Phoenix Soul Arrow,0,5000,1630
E41E0000,SKILL_CH_BOW_NORMAL_E_01,Ice Hawk Soul Arrow,0,5000,2233
E51E0000,SKILL_CH_BOW_NORMAL_E_02,Ice Hawk Soul Arrow,0,5000,2499
E61E0000,SKILL_CH_BOW_NORMAL_E_03,Ice Hawk Soul Arrow,0,5000,2792
E71E0000,SKILL_CH_BOW_AREA_D_01,Celestial Beast Arrow,530,8000,2311
E81E0000,SKILL_CH_BOW_AREA_D_02,Celestial Beast Arrow,530,8000,2454
E91E0000,SKILL_CH_BOW_AREA_D_03,Celestial Beast Arrow,530,8000,2604
EA1E0000,SKILL_CH_BOW_AREA_D_04,Celestial Beast Arrow,530,8000,2762
EB1E0000,SKILL_CH_BOW_AREA_D_05,Celestial Beast Arrow,530,8000,2929
EC1E0000,SKILL_CH_BOW_AREA_D_06,Celestial Beast Arrow,530,8000,3105
ED1E0000,SKILL_CH_BOW_AREA_D_07,Celestial Beast Arrow,530,8000,3290
EE1E0000,SKILL_CH_BOW_AREA_D_08,Celestial Beast Arrow,530,8000,3485
EF1E0000,SKILL_CH_BOW_AREA_D_09,Celestial Beast Arrow,530,8000,3691
F01E0000,SKILL_CH_BOW_AREA_E_01,Pitch Black Arrow,530,8000,4771
F11E0000,SKILL_CH_BOW_AREA_E_02,Pitch Black Arrow,530,8000,5044
F21E0000,SKILL_CH_BOW_AREA_E_03,Pitch Black Arrow,530,8000,5332
F31E0000,SKILL_CH_BOW_POWER_C_01,Strong Bow - Craft,530,8000,1227
F41E0000,SKILL_CH_BOW_POWER_C_02,Strong Bow - Craft,530,8000,1307
F51E0000,SKILL_CH_BOW_POWER_C_03,Strong Bow - Craft,530,8000,1392
F61E0000,SKILL_CH_BOW_POWER_C_04,Strong Bow - Craft,530,8000,1481
F71E0000,SKILL_CH_BOW_POWER_C_05,Strong Bow - Craft,530,8000,1576
F81E0000,SKILL_CH_BOW_POWER_C_06,Strong Bow - Craft,530,8000,1675
F91E0000,SKILL_CH_BOW_POWER_C_07,Strong Bow - Craft,530,8000,1781
FA1E0000,SKILL_CH_BOW_POWER_C_08,Strong Bow - Craft,530,8000,1892
FB1E0000,SKILL_CH_BOW_POWER_C_09,Strong Bow - Craft,530,8000,2009
FC1E0000,SKILL_CH_BOW_POWER_D_01,Strong Bow - Will,530,8000,2399
FD1E0000,SKILL_CH_BOW_POWER_D_02,Strong Bow - Will,530,8000,2544
FE1E0000,SKILL_CH_BOW_POWER_D_03,Strong Bow - Will,530,8000,2696
FF1E0000,SKILL_CH_BOW_POWER_D_04,Strong Bow - Will,530,8000,2856
001F0000,SKILL_CH_BOW_POWER_D_05,Strong Bow - Will,530,8000,3025
011F0000,SKILL_CH_BOW_POWER_D_06,Strong Bow - Will,530,8000,3203
021F0000,SKILL_CH_BOW_POWER_D_07,Strong Bow - Will,530,8000,3390
031F0000,SKILL_CH_BOW_POWER_D_08,Strong Bow - Will,530,8000,3588
041F0000,SKILL_CH_BOW_POWER_D_09,Strong Bow - Will,530,8000,3795
051F0000,SKILL_CH_BOW_POWER_E_01,Strong Bow - Destruction ,530,8000,4486
061F0000,SKILL_CH_BOW_SPECIAL_A_01,Mind Bow - Flower,530,8000,121
071F0000,SKILL_CH_BOW_SPECIAL_A_02,Mind Bow - Flower,530,8000,147
081F0000,SKILL_CH_BOW_SPECIAL_A_03,Mind Bow - Flower,530,8000,177
091F0000,SKILL_CH_BOW_SPECIAL_A_04,Mind Bow - Flower,530,8000,211
0A1F0000,SKILL_CH_BOW_SPECIAL_A_05,Mind Bow - Flower,530,8000,250
0B1F0000,SKILL_CH_BOW_SPECIAL_A_06,Mind Bow - Flower,530,8000,293
0C1F0000,SKILL_CH_BOW_SPECIAL_B_01,Mind Bow - Butterfly,530,8000,384
0D1F0000,SKILL_CH_BOW_SPECIAL_B_02,Mind Bow - Butterfly,530,8000,445
0E1F0000,SKILL_CH_BOW_SPECIAL_B_03,Mind Bow - Butterfly,530,8000,513
0F1F0000,SKILL_CH_BOW_SPECIAL_B_04,Mind Bow - Butterfly,530,8000,590
101F0000,SKILL_CH_BOW_SPECIAL_B_05,Mind Bow - Butterfly,530,8000,677
