//ID,Type,Name,Level,Hp,TypeID1,TypeID2,TypeID3,TypeID4
0F220000,MOB_HUNTER_NPC_1135,The Hunter,114,48987,1,2,1,3
10220000,MOB_HUNTER_NPC_1136,The Hunter,114,56732,1,2,1,3
11220000,MOB_HUNTER_NPC_1137,The Hunter,114,56732,1,2,1,3
12220000,MOB_HUNTER_NPC_1138,The Hunter,114,48987,1,2,1,3
13220000,MOB_HUNTER_NPC_1139,The Hunter,114,56732,1,2,1,3
14220000,MOB_HUNTER_NPC_1140,The Hunter,114,48987,1,2,1,3
15220000,MOB_HUNTER_NPC_1141,The Hunter,115,50351,1,2,1,3
16220000,MOB_HUNTER_NPC_1142,The Hunter,115,58315,1,2,1,3
17220000,MOB_HUNTER_NPC_1143,The Hunter,115,58315,1,2,1,3
18220000,MOB_HUNTER_NPC_1144,The Hunter,115,50351,1,2,1,3
19220000,MOB_HUNTER_NPC_1145,The Hunter,115,50351,1,2,1,3
1A220000,MOB_HUNTER_NPC_1146,The Hunter,115,58315,1,2,1,3
1B220000,MOB_HUNTER_NPC_1147,The Hunter,115,50351,1,2,1,3
1C220000,MOB_HUNTER_NPC_1148,The Hunter,115,58315,1,2,1,3
1D220000,MOB_HUNTER_NPC_1149,The Hunter,115,58315,1,2,1,3
1E220000,MOB_HUNTER_NPC_1150,The Hunter,115,50351,1,2,1,3
1F220000,MOB_HUNTER_NPC_1151,The Hunter,116,59939,1,2,1,3
20220000,MOB_HUNTER_NPC_1152,The Hunter,116,59939,1,2,1,3
21220000,MOB_HUNTER_NPC_1153,The Hunter,116,51750,1,2,1,3
22220000,MOB_HUNTER_NPC_1154,The Hunter,116,59939,1,2,1,3
23220000,MOB_HUNTER_NPC_1155,The Hunter,116,51750,1,2,1,3
24220000,MOB_HUNTER_NPC_1156,The Hunter,116,51750,1,2,1,3
25220000,MOB_HUNTER_NPC_1157,The Hunter,116,59939,1,2,1,3
26220000,MOB_HUNTER_NPC_1158,The Hunter,116,59939,1,2,1,3
27220000,MOB_HUNTER_NPC_1159,The Hunter,116,51750,1,2,1,3
28220000,MOB_HUNTER_NPC_1160,The Hunter,116,51750,1,2,1,3
29220000,MOB_HUNTER_NPC_1161,The Hunter,117,61604,1,2,1,3
2A220000,MOB_HUNTER_NPC_1162,The Hunter,117,53185,1,2,1,3
2B220000,MOB_HUNTER_NPC_1163,The Hunter,117,61604,1,2,1,3
2C220000,MOB_HUNTER_NPC_1164,The Hunter,117,61604,1,2,1,3
2D220000,MOB_HUNTER_NPC_1165,The Hunter,117,53185,1,2,1,3
2E220000,MOB_HUNTER_NPC_1166,The Hunter,117,61604,1,2,1,3
2F220000,MOB_HUNTER_NPC_1167,The Hunter,117,61604,1,2,1,3
30220000,MOB_HUNTER_NPC_1168,The Hunter,117,53185,1,2,1,3
31220000,MOB_HUNTER_NPC_1169,The Hunter,117,61604,1,2,1,3
32220000,MOB_HUNTER_NPC_1170,The Hunter,117,53185,1,2,1,3
33220000,MOB_HUNTER_NPC_1171,The Hunter,118,54656,1,2,1,3
34220000,MOB_HUNTER_NPC_1172,The Hunter,118,63312,1,2,1,3
35220000,MOB_HUNTER_NPC_1173,The Hunter,118,63312,1,2,1,3
36220000,MOB_HUNTER_NPC_1174,The Hunter,118,54656,1,2,1,3
37220000,MOB_HUNTER_NPC_1175,The Hunter,118,54656,1,2,1,3
38220000,MOB_HUNTER_NPC_1176,The Hunter,118,63312,1,2,1,3
39220000,MOB_HUNTER_NPC_1177,The Hunter,118,54656,1,2,1,3
3A220000,MOB_HUNTER_NPC_1178,The Hunter,118,63312,1,2,1,3
3B220000,MOB_HUNTER_NPC_1179,The Hunter,118,63312,1,2,1,3
3C220000,MOB_HUNTER_NPC_1180,The Hunter,118,54656,1,2,1,3
3D220000,MOB_HUNTER_NPC_1181,The Hunter,119,65064,1,2,1,3
3E220000,MOB_HUNTER_NPC_1182,The Hunter,119,65064,1,2,1,3
3F220000,MOB_HUNTER_NPC_1183,The Hunter,119,56165,1,2,1,3
40220000,MOB_HUNTER_NPC_1184,The Hunter,119,65064,1,2,1,3
41220000,MOB_HUNTER_NPC_1185,The Hunter,119,56165,1,2,1,3
42220000,MOB_HUNTER_NPC_1186,The Hunter,119,56165,1,2,1,3
43220000,MOB_HUNTER_NPC_1187,The Hunter,119,65064,1,2,1,3
44220000,MOB_HUNTER_NPC_1188,The Hunter,119,65064,1,2,1,3
45220000,MOB_HUNTER_NPC_1189,The Hunter,119,56165,1,2,1,3
46220000,MOB_HUNTER_NPC_1190,The Hunter,119,56165,1,2,1,3
47220000,MOB_HUNTER_NPC_1191,The Hunter,120,66860,1,2,1,3
48220000,MOB_HUNTER_NPC_1192,The Hunter,120,57713,1,2,1,3
49220000,MOB_HUNTER_NPC_1193,The Hunter,120,66860,1,2,1,3
4A220000,MOB_HUNTER_NPC_1194,The Hunter,120,66860,1,2,1,3
4B220000,MOB_HUNTER_NPC_1195,The Hunter,120,57713,1,2,1,3
4C220000,MOB_HUNTER_NPC_1196,The Hunter,120,66860,1,2,1,3
4D220000,MOB_HUNTER_NPC_1197,The Hunter,120,66860,1,2,1,3
4E220000,MOB_HUNTER_NPC_1198,The Hunter,120,57713,1,2,1,3
4F220000,MOB_HUNTER_NPC_1199,The Hunter,120,66860,1,2,1,3
50220000,MOB_HUNTER_NPC_1200,The Hunter,120,57713,1,2,1,3
51220000,MOB_HUNTER_NPC_1201,The Hunter,121,59300,1,2,1,3
52220000,MOB_HUNTER_NPC_1202,The Hunter,121,68702,1,2,1,3
53220000,MOB_HUNTER_NPC_1203,The Hunter,121,68702,1,2,1,3
54220000,MOB_HUNTER_NPC_1204,The Hunter,121,59300,1,2,1,3
55220000,MOB_HUNTER_NPC_1205,The Hunter,121,59300,1,2,1,3
56220000,MOB_HUNTER_NPC_1206,The Hunter,121,68702,1,2,1,3
57220000,MOB_HUNTER_NPC_1207,The Hunter,121,59300,1,2,1,3
58220000,MOB_HUNTER_NPC_1208,The Hunter,121,68702,1,2,1,3
59220000,MOB_HUNTER_NPC_1209,The Hunter,121,59300,1,2,1,3
5A220000,MOB_HUNTER_NPC_1210,The Hunter,121,59300,1,2,1,3
5B220000,MOB_HUNTER_NPC_1211,The Hunter,122,70592,1,2,1,3
5C220000,MOB_HUNTER_NPC_1212,The Hunter,122,70592,1,2,1,3
5D220000,MOB_HUNTER_NPC_1213,The Hunter,122,60928,1,2,1,3
5E220000,MOB_HUNTER_NPC_1214,The Hunter,122,60928,1,2,1,3
5F220000,MOB_HUNTER_NPC_1215,The Hunter,122,60928,1,2,1,3
60220000,MOB_HUNTER_NPC_1216,The Hunter,122,60928,1,2,1,3
61220000,MOB_HUNTER_NPC_1217,The Hunter,122,70592,1,2,1,3
62220000,MOB_HUNTER_NPC_1218,The Hunter,122,70592,1,2,1,3
63220000,MOB_HUNTER_NPC_1219,The Hunter,122,60928,1,2,1,3
64220000,MOB_HUNTER_NPC_1220,The Hunter,122,60928,1,2,1,3
65220000,MOB_HUNTER_NPC_1221,The Hunter,123,72529,1,2,1,3
66220000,MOB_HUNTER_NPC_1222,The Hunter,123,62596,1,2,1,3
67220000,MOB_HUNTER_NPC_1223,The Hunter,123,72529,1,2,1,3
68220000,MOB_HUNTER_NPC_1224,The Hunter,123,62596,1,2,1,3
69220000,MOB_HUNTER_NPC_1225,The Hunter,123,62596,1,2,1,3
6A220000,MOB_HUNTER_NPC_1226,The Hunter,123,72529,1,2,1,3
6B220000,MOB_HUNTER_NPC_1227,The Hunter,123,72529,1,2,1,3
6C220000,MOB_HUNTER_NPC_1228,The Hunter,123,62596,1,2,1,3
6D220000,MOB_HUNTER_NPC_1229,The Hunter,123,62596,1,2,1,3
6E220000,MOB_HUNTER_NPC_1230,The Hunter,123,62596,1,2,1,3
6F220000,MOB_HUNTER_NPC_1231,The Hunter,124,64308,1,2,1,3
70220000,MOB_HUNTER_NPC_1232,The Hunter,124,74515,1,2,1,3
71220000,MOB_HUNTER_NPC_1233,The Hunter,124,74515,1,2,1,3
72220000,MOB_HUNTER_NPC_1234,The Hunter,124,64308,1,2,1,3
73220000,MOB_HUNTER_NPC_1235,The Hunter,124,64308,1,2,1,3
74220000,MOB_HUNTER_NPC_1236,The Hunter,124,74515,1,2,1,3
75220000,MOB_HUNTER_NPC_1237,The Hunter,124,64308,1,2,1,3
76220000,MOB_HUNTER_NPC_1238,The Hunter,124,74515,1,2,1,3
77220000,MOB_HUNTER_NPC_1239,The Hunter,124,64308,1,2,1,3
78220000,MOB_HUNTER_NPC_1240,The Hunter,124,64308,1,2,1,3
79220000,MOB_HUNTER_NPC_1241,The Hunter,125,76552,1,2,1,3
7A220000,MOB_HUNTER_NPC_1242,The Hunter,125,76552,1,2,1,3
7B220000,MOB_HUNTER_NPC_1243,The Hunter,125,66062,1,2,1,3
7C220000,MOB_HUNTER_NPC_1244,The Hunter,125,66062,1,2,1,3
7D220000,MOB_HUNTER_NPC_1245,The Hunter,125,66062,1,2,1,3
7E220000,MOB_HUNTER_NPC_1246,The Hunter,125,66062,1,2,1,3
7F220000,MOB_HUNTER_NPC_1247,The Hunter,125,76552,1,2,1,3
80220000,MOB_HUNTER_NPC_1248,The Hunter,125,76552,1,2,1,3
81220000,MOB_HUNTER_NPC_1249,The Hunter,125,66062,1,2,1,3
82220000,MOB_HUNTER_NPC_1250,The Hunter,125,66062,1,2,1,3
83220000,MOB_HUNTER_NPC_1251,The Hunter,126,78641,1,2,1,3
84220000,MOB_HUNTER_NPC_1252,The Hunter,126,67861,1,2,1,3
85220000,MOB_HUNTER_NPC_1253,The Hunter,126,78641,1,2,1,3
86220000,MOB_HUNTER_NPC_1254,The Hunter,126,67861,1,2,1,3
87220000,MOB_HUNTER_NPC_1255,The Hunter,126,67861,1,2,1,3
88220000,MOB_HUNTER_NPC_1256,The Hunter,126,78641,1,2,1,3
89220000,MOB_HUNTER_NPC_1257,The Hunter,126,78641,1,2,1,3
8A220000,MOB_HUNTER_NPC_1258,The Hunter,126,67861,1,2,1,3
8B220000,MOB_HUNTER_NPC_1259,The Hunter,126,67861,1,2,1,3
8C220000,MOB_HUNTER_NPC_1260,The Hunter,126,67861,1,2,1,3
8D220000,MOB_HUNTER_NPC_1261,The Hunter,127,69706,1,2,1,3
8E220000,MOB_HUNTER_NPC_1262,The Hunter,127,80782,1,2,1,3
8F220000,MOB_HUNTER_NPC_1263,The Hunter,127,80782,1,2,1,3
90220000,MOB_HUNTER_NPC_1264,The Hunter,127,69706,1,2,1,3
91220000,MOB_HUNTER_NPC_1265,The Hunter,127,69706,1,2,1,3
92220000,MOB_HUNTER_NPC_1266,The Hunter,127,80782,1,2,1,3
93220000,MOB_HUNTER_NPC_1267,The Hunter,127,69706,1,2,1,3
94220000,MOB_HUNTER_NPC_1268,The Hunter,127,80782,1,2,1,3
95220000,MOB_HUNTER_NPC_1269,The Hunter,127,69706,1,2,1,3
96220000,MOB_HUNTER_NPC_1270,The Hunter,127,69706,1,2,1,3
97220000,MOB_HUNTER_NPC_1271,The Hunter,128,82978,1,2,1,3
98220000,MOB_HUNTER_NPC_1272,The Hunter,128,82978,1,2,1,3
99220000,MOB_HUNTER_NPC_1273,The Hunter,128,71597,1,2,1,3
9A220000,MOB_HUNTER_NPC_1274,The Hunter,128,71597,1,2,1,3
9B220000,MOB_HUNTER_NPC_1275,The Hunter,128,71597,1,2,1,3
9C220000,MOB_HUNTER_NPC_1276,The Hunter,128,71597,1,2,1,3
9D220000,MOB_HUNTER_NPC_1277,The Hunter,128,82978,1,2,1,3
9E220000,MOB_HUNTER_NPC_1278,The Hunter,128,82978,1,2,1,3
9F220000,MOB_HUNTER_NPC_1279,The Hunter,128,71597,1,2,1,3
A0220000,MOB_HUNTER_NPC_1280,The Hunter,128,71597,1,2,1,3
A1220000,MOB_HUNTER_NPC_1281,The Hunter,129,85229,1,2,1,3
A2220000,MOB_HUNTER_NPC_1282,The Hunter,129,73536,1,2,1,3
A3220000,MOB_HUNTER_NPC_1283,The Hunter,129,85229,1,2,1,3
A4220000,MOB_HUNTER_NPC_1284,The Hunter,129,73536,1,2,1,3
A5220000,MOB_HUNTER_NPC_1285,The Hunter,129,73536,1,2,1,3
A6220000,MOB_HUNTER_NPC_1286,The Hunter,129,85229,1,2,1,3
A7220000,MOB_HUNTER_NPC_1287,The Hunter,129,85229,1,2,1,3
A8220000,MOB_HUNTER_NPC_1288,The Hunter,129,73536,1,2,1,3
A9220000,MOB_HUNTER_NPC_1289,The Hunter,129,73536,1,2,1,3
AA220000,MOB_HUNTER_NPC_1290,The Hunter,129,73536,1,2,1,3
AB220000,MOB_HUNTER_NPC_1291,The Hunter,130,75524,1,2,1,3
AC220000,MOB_HUNTER_NPC_1292,The Hunter,130,87537,1,2,1,3
AD220000,MOB_HUNTER_NPC_1293,The Hunter,130,87537,1,2,1,3
AE220000,MOB_HUNTER_NPC_1294,The Hunter,130,75524,1,2,1,3
AF220000,MOB_HUNTER_NPC_1295,The Hunter,130,75524,1,2,1,3
B0220000,MOB_HUNTER_NPC_1296,The Hunter,130,87537,1,2,1,3
B1220000,MOB_HUNTER_NPC_1297,The Hunter,130,75524,1,2,1,3
B2220000,MOB_HUNTER_NPC_1298,The Hunter,130,87537,1,2,1,3
B3220000,MOB_HUNTER_NPC_1299,The Hunter,130,75524,1,2,1,3
B4220000,MOB_HUNTER_NPC_1300,The Hunter,130,75524,1,2,1,3
B5220000,MOB_HUNTER_NPC_1301,The Hunter,131,89903,1,2,1,3
B6220000,MOB_HUNTER_NPC_1302,The Hunter,131,89903,1,2,1,3
B7220000,MOB_HUNTER_NPC_1303,The Hunter,131,77563,1,2,1,3
B8220000,MOB_HUNTER_NPC_1304,The Hunter,131,77563,1,2,1,3
B9220000,MOB_HUNTER_NPC_1305,The Hunter,131,77563,1,2,1,3
BA220000,MOB_HUNTER_NPC_1306,The Hunter,131,77563,1,2,1,3
BB220000,MOB_HUNTER_NPC_1307,The Hunter,131,89903,1,2,1,3
BC220000,MOB_HUNTER_NPC_1308,The Hunter,131,89903,1,2,1,3
BD220000,MOB_HUNTER_NPC_1309,The Hunter,131,77563,1,2,1,3
BE220000,MOB_HUNTER_NPC_1310,The Hunter,131,77563,1,2,1,3
BF220000,MOB_HUNTER_NPC_1311,The Hunter,132,92329,1,2,1,3
C0220000,MOB_HUNTER_NPC_1312,The Hunter,132,79652,1,2,1,3
C1220000,MOB_HUNTER_NPC_1313,The Hunter,132,92329,1,2,1,3
C2220000,MOB_HUNTER_NPC_1314,The Hunter,132,79652,1,2,1,3
C3220000,MOB_HUNTER_NPC_1315,The Hunter,132,79652,1,2,1,3
C4220000,MOB_HUNTER_NPC_1316,The Hunter,132,92329,1,2,1,3
C5220000,MOB_HUNTER_NPC_1317,The Hunter,132,92329,1,2,1,3
C6220000,MOB_HUNTER_NPC_1318,The Hunter,132,79652,1,2,1,3
C7220000,MOB_HUNTER_NPC_1319,The Hunter,132,79652,1,2,1,3
C8220000,MOB_HUNTER_NPC_1320,The Hunter,132,79652,1,2,1,3
C9220000,MOB_HUNTER_NPC_1321,The Hunter,133,81794,1,2,1,3
CA220000,MOB_HUNTER_NPC_1322,The Hunter,133,94816,1,2,1,3
CB220000,MOB_HUNTER_NPC_1323,The Hunter,133,94816,1,2,1,3
CC220000,MOB_HUNTER_NPC_1324,The Hunter,133,81794,1,2,1,3
CD220000,MOB_HUNTER_NPC_1325,The Hunter,133,81794,1,2,1,3
CE220000,MOB_HUNTER_NPC_1326,The Hunter,133,94816,1,2,1,3
CF220000,MOB_HUNTER_NPC_1327,The Hunter,133,81794,1,2,1,3
D0220000,MOB_HUNTER_NPC_1328,The Hunter,133,94816,1,2,1,3
D1220000,MOB_HUNTER_NPC_1329,The Hunter,133,81794,1,2,1,3
D2220000,MOB_HUNTER_NPC_1330,The Hunter,133,81794,1,2,1,3
D3220000,MOB_HUNTER_NPC_1331,The Hunter,134,97366,1,2,1,3
D4220000,MOB_HUNTER_NPC_1332,The Hunter,134,97366,1,2,1,3
D5220000,MOB_HUNTER_NPC_1333,The Hunter,134,83990,1,2,1,3
D6220000,MOB_HUNTER_NPC_1334,The Hunter,134,83990,1,2,1,3
D7220000,MOB_HUNTER_NPC_1335,The Hunter,134,83990,1,2,1,3
D8220000,MOB_HUNTER_NPC_1336,The Hunter,134,83990,1,2,1,3
D9220000,MOB_HUNTER_NPC_1337,The Hunter,134,97366,1,2,1,3
DA220000,MOB_HUNTER_NPC_1338,The Hunter,134,97366,1,2,1,3
DB220000,MOB_HUNTER_NPC_1339,The Hunter,134,83990,1,2,1,3
DC220000,MOB_HUNTER_NPC_1340,The Hunter,134,83990,1,2,1,3
DD220000,MOB_HUNTER_NPC_1341,The Hunter,135,99980,1,2,1,3
DE220000,MOB_HUNTER_NPC_1342,The Hunter,135,86241,1,2,1,3
DF220000,MOB_HUNTER_NPC_1343,The Hunter,135,99980,1,2,1,3
E0220000,MOB_HUNTER_NPC_1344,The Hunter,135,86241,1,2,1,3
E1220000,MOB_HUNTER_NPC_1345,The Hunter,135,86241,1,2,1,3
E2220000,MOB_HUNTER_NPC_1346,The Hunter,135,99980,1,2,1,3
E3220000,MOB_HUNTER_NPC_1347,The Hunter,135,99980,1,2,1,3
E4220000,MOB_HUNTER_NPC_1348,The Hunter,135,86241,1,2,1,3
E5220000,MOB_HUNTER_NPC_1349,The Hunter,135,86241,1,2,1,3
E6220000,MOB_HUNTER_NPC_1350,The Hunter,135,86241,1,2,1,3
E7220000,MOB_HUNTER_NPC_1351,The Hunter,136,88548,1,2,1,3
E8220000,MOB_HUNTER_NPC_1352,The Hunter,136,102659,1,2,1,3
E9220000,MOB_HUNTER_NPC_1353,The Hunter,136,102659,1,2,1,3
EA220000,MOB_HUNTER_NPC_1354,The Hunter,136,88548,1,2,1,3
EB220000,MOB_HUNTER_NPC_1355,The Hunter,136,88548,1,2,1,3
EC220000,MOB_HUNTER_NPC_1356,The Hunter,136,102659,1,2,1,3
ED220000,MOB_HUNTER_NPC_1357,The Hunter,136,88548,1,2,1,3
EE220000,MOB_HUNTER_NPC_1358,The Hunter,136,102659,1,2,1,3
EF220000,MOB_HUNTER_NPC_1359,The Hunter,136,88548,1,2,1,3
F0220000,MOB_HUNTER_NPC_1360,The Hunter,136,88548,1,2,1,3
F1220000,MOB_HUNTER_NPC_1361,The Hunter,137,105405,1,2,1,3
F2220000,MOB_HUNTER_NPC_1362,The Hunter,137,105405,1,2,1,3
F3220000,MOB_HUNTER_NPC_1363,The Hunter,137,90913,1,2,1,3
F4220000,MOB_HUNTER_NPC_1364,The Hunter,137,90913,1,2,1,3
F5220000,MOB_HUNTER_NPC_1365,The Hunter,137,90913,1,2,1,3
F6220000,MOB_HUNTER_NPC_1366,The Hunter,137,90913,1,2,1,3
F7220000,MOB_HUNTER_NPC_1367,The Hunter,137,105405,1,2,1,3
F8220000,MOB_HUNTER_NPC_1368,The Hunter,137,105405,1,2,1,3
F9220000,MOB_HUNTER_NPC_1369,The Hunter,137,90913,1,2,1,3
FA220000,MOB_HUNTER_NPC_1370,The Hunter,137,90913,1,2,1,3
FB220000,MOB_HUNTER_NPC_1371,The Hunter,138,108220,1,2,1,3
FC220000,MOB_HUNTER_NPC_1372,The Hunter,138,93338,1,2,1,3
FD220000,MOB_HUNTER_NPC_1373,The Hunter,138,108220,1,2,1,3
FE220000,MOB_HUNTER_NPC_1374,The Hunter,138,93338,1,2,1,3
FF220000,MOB_HUNTER_NPC_1375,The Hunter,138,93338,1,2,1,3
00230000,MOB_HUNTER_NPC_1376,The Hunter,138,108220,1,2,1,3
01230000,MOB_HUNTER_NPC_1377,The Hunter,138,108220,1,2,1,3
02230000,MOB_HUNTER_NPC_1378,The Hunter,138,93338,1,2,1,3
03230000,MOB_HUNTER_NPC_1379,The Hunter,138,93338,1,2,1,3
04230000,MOB_HUNTER_NPC_1380,The Hunter,138,93338,1,2,1,3
05230000,MOB_HUNTER_NPC_1381,The Hunter,139,95822,1,2,1,3
06230000,MOB_HUNTER_NPC_1382,The Hunter,139,111106,1,2,1,3
07230000,MOB_HUNTER_NPC_1383,The Hunter,139,111106,1,2,1,3
08230000,MOB_HUNTER_NPC_1384,The Hunter,139,95822,1,2,1,3
09230000,MOB_HUNTER_NPC_1385,The Hunter,139,95822,1,2,1,3
0A230000,MOB_HUNTER_NPC_1386,The Hunter,139,111106,1,2,1,3
0B230000,MOB_HUNTER_NPC_1387,The Hunter,139,95822,1,2,1,3
0C230000,MOB_HUNTER_NPC_1388,The Hunter,139,111106,1,2,1,3
0D230000,MOB_HUNTER_NPC_1389,The Hunter,139,95822,1,2,1,3
0E230000,MOB_HUNTER_NPC_1390,The Hunter,139,95822,1,2,1,3
0F230000,MOB_HUNTER_NPC_1391,The Hunter,140,114064,1,2,1,3
10230000,MOB_HUNTER_NPC_1392,The Hunter,140,114064,1,2,1,3
11230000,MOB_HUNTER_NPC_1393,The Hunter,140,98369,1,2,1,3
12230000,MOB_HUNTER_NPC_1394,The Hunter,140,98369,1,2,1,3
13230000,MOB_HUNTER_NPC_1395,The Hunter,140,98369,1,2,1,3
14230000,MOB_HUNTER_NPC_1396,The Hunter,140,98369,1,2,1,3
15230000,MOB_HUNTER_NPC_1397,The Hunter,140,114064,1,2,1,3
16230000,MOB_HUNTER_NPC_1398,The Hunter,140,114064,1,2,1,3
17230000,MOB_HUNTER_NPC_1399,The Hunter,140,98369,1,2,1,3
18230000,MOB_HUNTER_NPC_1400,The Hunter,140,98369,1,2,1,3
23240000,NPC_CH_GACHA_MACHINE,Magic POP,0,0,1,2,2,0
24240000,NPC_CH_GACHA_OPERATOR,Magic POP Guide Gori,0,0,1,2,2,0
30240000,COS_P_SEOWON,Squirrel,1,109,1,2,3,4
39240000,NPC_WC_GUILD,Guild Manager Ryukang,0,0,1,2,2,0
3A240000,NPC_KT_GUILD,Guild Manager Musai,0,0,1,2,2,0
A6240000,MOB_RM_STRONG_WINGTRIBESPEAR_CLON,Strong Wing Tribe Chaser,85,512305,1,2,1,1
A7240000,MOB_CH_STRONG_MANGNYANG,Strong Magnyang,90,676983,1,2,1,1
A8240000,COS_P_WOLF_WHITE_001,Wolf cub,1,360,1,2,3,3
A9240000,COS_P_WOLF_WHITE_002,Wolf cub,2,441,1,2,3,3
AA240000,COS_P_WOLF_WHITE_003,Wolf cub,3,524,1,2,3,3
AB240000,COS_P_WOLF_WHITE_004,Wolf cub,4,611,1,2,3,3
AC240000,COS_P_WOLF_WHITE_005,Wolf cub,5,701,1,2,3,3
AD240000,COS_P_WOLF_WHITE_006,Wolf cub,6,795,1,2,3,3
AE240000,COS_P_WOLF_WHITE_007,Wolf cub,7,892,1,2,3,3
AF240000,COS_P_WOLF_WHITE_008,Wolf cub,8,992,1,2,3,3
B0240000,COS_P_WOLF_WHITE_009,Wolf cub,9,1097,1,2,3,3
B1240000,COS_P_WOLF_WHITE_010,Wolf cub,10,1205,1,2,3,3
B2240000,COS_P_WOLF_WHITE_011,Wolf cub,11,1317,1,2,3,3
B3240000,COS_P_WOLF_WHITE_012,Wolf cub,12,1432,1,2,3,3
B4240000,COS_P_WOLF_WHITE_013,Wolf cub,13,1552,1,2,3,3
B5240000,COS_P_WOLF_WHITE_014,Wolf cub,14,1677,1,2,3,3
B6240000,COS_P_WOLF_WHITE_015,Wolf cub,15,1805,1,2,3,3
B7240000,COS_P_WOLF_WHITE_016,Wolf cub,16,1938,1,2,3,3
B8240000,COS_P_WOLF_WHITE_017,Wolf cub,17,2076,1,2,3,3
B9240000,COS_P_WOLF_WHITE_018,Wolf cub,18,2218,1,2,3,3
BA240000,COS_P_WOLF_WHITE_019,Wolf cub,19,2365,1,2,3,3
BB240000,COS_P_WOLF_WHITE_020,Wolf cub,20,2517,1,2,3,3
BC240000,COS_P_WOLF_WHITE_021,Wolf cub,21,2675,1,2,3,3
BD240000,COS_P_WOLF_WHITE_022,Wolf cub,22,2837,1,2,3,3
BE240000,COS_P_WOLF_WHITE_023,Wolf cub,23,3005,1,2,3,3
BF240000,COS_P_WOLF_WHITE_024,Wolf cub,24,3179,1,2,3,3
C0240000,COS_P_WOLF_WHITE_025,Wolf cub,25,3358,1,2,3,3
C1240000,COS_P_WOLF_WHITE_026,Wolf cub,26,3544,1,2,3,3
C2240000,COS_P_WOLF_WHITE_027,Wolf cub,27,3735,1,2,3,3
C3240000,COS_P_WOLF_WHITE_028,Wolf cub,28,3933,1,2,3,3
C4240000,COS_P_WOLF_WHITE_029,Wolf cub,29,4137,1,2,3,3
C5240000,COS_P_WOLF_WHITE_030,Wolf cub,30,4347,1,2,3,3
C6240000,COS_P_WOLF_WHITE_031,Wolf cub,31,4565,1,2,3,3
C7240000,COS_P_WOLF_WHITE_032,Wolf cub,32,4789,1,2,3,3
C8240000,COS_P_WOLF_WHITE_033,Wolf cub,33,5020,1,2,3,3
C9240000,COS_P_WOLF_WHITE_034,Wolf cub,34,5259,1,2,3,3
CA240000,COS_P_WOLF_WHITE_035,Wolf cub,35,5506,1,2,3,3
CB240000,COS_P_WOLF_WHITE_036,Wolf cub,36,5760,1,2,3,3
CC240000,COS_P_WOLF_WHITE_037,Wolf cub,37,6022,1,2,3,3
CD240000,COS_P_WOLF_WHITE_038,Wolf cub,38,6292,1,2,3,3
CE240000,COS_P_WOLF_WHITE_039,Wolf cub,39,6571,1,2,3,3
CF240000,COS_P_WOLF_WHITE_040,Young Wolf,40,6858,1,2,3,3
D0240000,COS_P_WOLF_WHITE_041,Young Wolf,41,7154,1,2,3,3
D1240000,COS_P_WOLF_WHITE_042,Young Wolf,42,7459,1,2,3,3
D2240000,COS_P_WOLF_WHITE_043,Young Wolf,43,7774,1,2,3,3
D3240000,COS_P_WOLF_WHITE_044,Young Wolf,44,8098,1,2,3,3
D4240000,COS_P_WOLF_WHITE_045,Young Wolf,45,8432,1,2,3,3
D5240000,COS_P_WOLF_WHITE_046,Young Wolf,46,8776,1,2,3,3
D6240000,COS_P_WOLF_WHITE_047,Young Wolf,47,9131,1,2,3,3
D7240000,COS_P_WOLF_WHITE_048,Young Wolf,48,9496,1,2,3,3
D8240000,COS_P_WOLF_WHITE_049,Young Wolf,49,9872,1,2,3,3
D9240000,COS_P_WOLF_WHITE_050,Young Wolf,50,10260,1,2,3,3
DA240000,COS_P_WOLF_WHITE_051,Young Wolf,51,10659,1,2,3,3
DB240000,COS_P_WOLF_WHITE_052,Young Wolf,52,11070,1,2,3,3
DC240000,COS_P_WOLF_WHITE_053,Young Wolf,53,11493,1,2,3,3
DD240000,COS_P_WOLF_WHITE_054,Young Wolf,54,11928,1,2,3,3
DE240000,COS_P_WOLF_WHITE_055,Young Wolf,55,12376,1,2,3,3
DF240000,COS_P_WOLF_WHITE_056,Young Wolf,56,12838,1,2,3,3
E0240000,COS_P_WOLF_WHITE_057,Young Wolf,57,13313,1,2,3,3
E1240000,COS_P_WOLF_WHITE_058,Young Wolf,58,13802,1,2,3,3
E2240000,COS_P_WOLF_WHITE_059,Young Wolf,59,14305,1,2,3,3
E3240000,COS_P_WOLF_WHITE_060,Young Wolf,60,14823,1,2,3,3
E4240000,COS_P_WOLF_WHITE_061,Young Wolf,61,15355,1,2,3,3
E5240000,COS_P_WOLF_WHITE_062,Young Wolf,62,15903,1,2,3,3
E6240000,COS_P_WOLF_WHITE_063,Young Wolf,63,16467,1,2,3,3
E7240000,COS_P_WOLF_WHITE_064,Young Wolf,64,17047,1,2,3,3
E8240000,COS_P_WOLF_WHITE_065,Young Wolf,65,17644,1,2,3,3
E9240000,COS_P_WOLF_WHITE_066,Young Wolf,66,18258,1,2,3,3
EA240000,COS_P_WOLF_WHITE_067,Young Wolf,67,18889,1,2,3,3
EB240000,COS_P_WOLF_WHITE_068,Young Wolf,68,19538,1,2,3,3
