//ID,Type,Name,Level,Stack,Durability,TypeID1,TypeID2,TypeID3,TypeID4
B1140000,ITEM_CH_W_LIGHT_08_CA_C_RARE,Deva Coronet [RARE],67,1,79,3,1,2,1
B2140000,ITEM_CH_W_LIGHT_09_CA_A_RARE,Girin Horn Coronet [RARE],79,1,80,3,1,2,1
B3140000,ITEM_CH_W_LIGHT_09_CA_B_RARE,Girin Horn Coronet [RARE],79,1,82,3,1,2,1
B4140000,ITEM_CH_W_LIGHT_09_CA_C_RARE,Girin Horn Coronet [RARE],79,1,84,3,1,2,1
B5140000,ITEM_CH_W_LIGHT_10_CA_A_RARE,Witacheon Coronet [RARE],91,1,85,3,1,2,1
B6140000,ITEM_CH_W_LIGHT_10_CA_B_RARE,Witacheon Coronet [RARE],91,1,87,3,1,2,1
B7140000,ITEM_CH_W_LIGHT_10_CA_C_RARE,Witacheon Coronet [RARE],91,1,89,3,1,2,1
BB140000,ITEM_CH_W_LIGHT_12_CA_A_RARE,Phoenix Coronet [RARE],111,1,94,3,1,2,1
BC140000,ITEM_CH_W_LIGHT_12_CA_B_RARE,Phoenix Coronet [RARE],111,1,96,3,1,2,1
BD140000,ITEM_CH_W_LIGHT_12_CA_C_RARE,Phoenix Coronet [RARE],111,1,98,3,1,2,1
BE140000,ITEM_CH_W_LIGHT_01_SA_A_RARE,Cloth Shell [RARE],1,1,46,3,1,2,2
BF140000,ITEM_CH_W_LIGHT_01_SA_B_RARE,Cloth Shell [RARE],1,1,48,3,1,2,2
C0140000,ITEM_CH_W_LIGHT_01_SA_C_RARE,Cloth Shell [RARE],1,1,50,3,1,2,2
C1140000,ITEM_CH_W_LIGHT_02_SA_A_RARE,Quilting Shell [RARE],9,1,49,3,1,2,2
C2140000,ITEM_CH_W_LIGHT_02_SA_B_RARE,Quilting Shell [RARE],9,1,51,3,1,2,2
C3140000,ITEM_CH_W_LIGHT_02_SA_C_RARE,Quilting Shell [RARE],9,1,54,3,1,2,2
C4140000,ITEM_CH_W_LIGHT_03_SA_A_RARE,Iron Shell [RARE],17,1,53,3,1,2,2
C5140000,ITEM_CH_W_LIGHT_03_SA_B_RARE,Iron Shell [RARE],17,1,55,3,1,2,2
C6140000,ITEM_CH_W_LIGHT_03_SA_C_RARE,Iron Shell [RARE],17,1,57,3,1,2,2
C7140000,ITEM_CH_W_LIGHT_04_SA_A_RARE,Steel Shell [RARE],25,1,56,3,1,2,2
C8140000,ITEM_CH_W_LIGHT_04_SA_B_RARE,Steel Shell [RARE],25,1,58,3,1,2,2
C9140000,ITEM_CH_W_LIGHT_04_SA_C_RARE,Steel Shell [RARE],25,1,61,3,1,2,2
CA140000,ITEM_CH_W_LIGHT_05_SA_A_RARE,Python Shell [RARE],33,1,60,3,1,2,2
CB140000,ITEM_CH_W_LIGHT_05_SA_B_RARE,Python Shell [RARE],33,1,62,3,1,2,2
CC140000,ITEM_CH_W_LIGHT_05_SA_C_RARE,Python Shell [RARE],33,1,64,3,1,2,2
CD140000,ITEM_CH_W_LIGHT_06_SA_A_RARE,Cheonchuk Shell [RARE],43,1,64,3,1,2,2
CE140000,ITEM_CH_W_LIGHT_06_SA_B_RARE,Cheonchuk Shell [RARE],43,1,66,3,1,2,2
CF140000,ITEM_CH_W_LIGHT_06_SA_C_RARE,Cheonchuk Shell [RARE],43,1,68,3,1,2,2
D0140000,ITEM_CH_W_LIGHT_07_SA_A_RARE,Tiger Bone Shell [RARE],53,1,68,3,1,2,2
D1140000,ITEM_CH_W_LIGHT_07_SA_B_RARE,Tiger Bone Shell [RARE],53,1,70,3,1,2,2
D2140000,ITEM_CH_W_LIGHT_07_SA_C_RARE,Tiger Bone Shell [RARE],53,1,73,3,1,2,2
D3140000,ITEM_CH_W_LIGHT_08_SA_A_RARE,Deva Shell [RARE],65,1,73,3,1,2,2
D4140000,ITEM_CH_W_LIGHT_08_SA_B_RARE,Deva Shell [RARE],65,1,76,3,1,2,2
D5140000,ITEM_CH_W_LIGHT_08_SA_C_RARE,Deva Shell [RARE],65,1,78,3,1,2,2
D6140000,ITEM_CH_W_LIGHT_09_SA_A_RARE,Girin Horn Shell [RARE],77,1,79,3,1,2,2
D7140000,ITEM_CH_W_LIGHT_09_SA_B_RARE,Girin Horn Shell [RARE],77,1,81,3,1,2,2
D8140000,ITEM_CH_W_LIGHT_09_SA_C_RARE,Girin Horn Shell [RARE],77,1,83,3,1,2,2
D9140000,ITEM_CH_W_LIGHT_10_SA_A_RARE,Witacheon Shell [RARE],90,1,84,3,1,2,2
DA140000,ITEM_CH_W_LIGHT_10_SA_B_RARE,Witacheon Shell [RARE],90,1,86,3,1,2,2
DB140000,ITEM_CH_W_LIGHT_10_SA_C_RARE,Witacheon Shell [RARE],90,1,89,3,1,2,2
DC140000,ITEM_CH_W_LIGHT_11_SA_A_RARE,Drako Underworld Shell [RARE],101,1,89,3,1,2,2
DF140000,ITEM_CH_W_LIGHT_12_SA_A_RARE,Phoenix Shell [RARE],111,1,91,3,1,2,2
E0140000,ITEM_CH_W_LIGHT_12_SA_B_RARE,Phoenix Shell [RARE],111,1,93,3,1,2,2
E1140000,ITEM_CH_W_LIGHT_12_SA_C_RARE,Phoenix Shell [RARE],111,1,95,3,1,2,2
E2140000,ITEM_CH_W_LIGHT_01_BA_A_RARE,Cloth Lamellar [RARE],1,1,46,3,1,2,3
E3140000,ITEM_CH_W_LIGHT_01_BA_B_RARE,Cloth Lamellar [RARE],1,1,48,3,1,2,3
E4140000,ITEM_CH_W_LIGHT_01_BA_C_RARE,Cloth Lamellar [RARE],1,1,50,3,1,2,3
E5140000,ITEM_CH_W_LIGHT_02_BA_A_RARE,Quilting Lamellar [RARE],13,1,51,3,1,2,3
E6140000,ITEM_CH_W_LIGHT_02_BA_B_RARE,Quilting Lamellar [RARE],13,1,53,3,1,2,3
E7140000,ITEM_CH_W_LIGHT_02_BA_C_RARE,Quilting Lamellar [RARE],13,1,55,3,1,2,3
E8140000,ITEM_CH_W_LIGHT_03_BA_A_RARE,Iron Lamellar [RARE],21,1,54,3,1,2,3
E9140000,ITEM_CH_W_LIGHT_03_BA_B_RARE,Iron Lamellar [RARE],21,1,57,3,1,2,3
EA140000,ITEM_CH_W_LIGHT_03_BA_C_RARE,Iron Lamellar [RARE],21,1,59,3,1,2,3
EB140000,ITEM_CH_W_LIGHT_04_BA_A_RARE,Steel Lamellar [RARE],29,1,58,3,1,2,3
EC140000,ITEM_CH_W_LIGHT_04_BA_B_RARE,Steel Lamellar [RARE],29,1,60,3,1,2,3
ED140000,ITEM_CH_W_LIGHT_04_BA_C_RARE,Steel Lamellar [RARE],29,1,62,3,1,2,3
EE140000,ITEM_CH_W_LIGHT_05_BA_A_RARE,Python Lamellar [RARE],37,1,61,3,1,2,3
EF140000,ITEM_CH_W_LIGHT_05_BA_B_RARE,Python Lamellar [RARE],37,1,64,3,1,2,3
F0140000,ITEM_CH_W_LIGHT_05_BA_C_RARE,Python Lamellar [RARE],37,1,66,3,1,2,3
F1140000,ITEM_CH_W_LIGHT_06_BA_A_RARE,Cheonchuk Lamellar [RARE],47,1,66,3,1,2,3
F2140000,ITEM_CH_W_LIGHT_06_BA_B_RARE,Cheonchuk Lamellar [RARE],47,1,68,3,1,2,3
F3140000,ITEM_CH_W_LIGHT_06_BA_C_RARE,Cheonchuk Lamellar [RARE],47,1,70,3,1,2,3
F4140000,ITEM_CH_W_LIGHT_07_BA_A_RARE,Tiger Bone Lamellar [RARE],57,1,70,3,1,2,3
F5140000,ITEM_CH_W_LIGHT_07_BA_B_RARE,Tiger Bone Lamellar [RARE],57,1,72,3,1,2,3
F6140000,ITEM_CH_W_LIGHT_07_BA_C_RARE,Tiger Bone Lamellar [RARE],57,1,74,3,1,2,3
F7140000,ITEM_CH_W_LIGHT_08_BA_A_RARE,Deva Lamellar [RARE],69,1,75,3,1,2,3
F8140000,ITEM_CH_W_LIGHT_08_BA_B_RARE,Deva Lamellar [RARE],69,1,77,3,1,2,3
F9140000,ITEM_CH_W_LIGHT_08_BA_C_RARE,Deva Lamellar [RARE],69,1,80,3,1,2,3
FA140000,ITEM_CH_W_LIGHT_09_BA_A_RARE,Girin Horn Lamellar [RARE],81,1,80,3,1,2,3
FB140000,ITEM_CH_W_LIGHT_09_BA_B_RARE,Girin Horn Lamellar [RARE],81,1,83,3,1,2,3
FC140000,ITEM_CH_W_LIGHT_09_BA_C_RARE,Girin Horn Lamellar [RARE],81,1,85,3,1,2,3
FD140000,ITEM_CH_W_LIGHT_10_BA_A_RARE,Witacheon Lamellar [RARE],92,1,85,3,1,2,3
FE140000,ITEM_CH_W_LIGHT_10_BA_B_RARE,Witacheon Lamellar [RARE],92,1,87,3,1,2,3
FF140000,ITEM_CH_W_LIGHT_10_BA_C_RARE,Witacheon Lamellar [RARE],92,1,89,3,1,2,3
00150000,ITEM_CH_W_LIGHT_11_BA_A_RARE,Drako Underworld Lamellar [RARE],101,1,90,3,1,2,3
03150000,ITEM_CH_W_LIGHT_12_BA_A_RARE,Phoenix Lamellar [RARE],111,1,92,3,1,2,3
04150000,ITEM_CH_W_LIGHT_12_BA_B_RARE,Phoenix Lamellar [RARE],111,1,94,3,1,2,3
05150000,ITEM_CH_W_LIGHT_12_BA_C_RARE,Phoenix Lamellar [RARE],111,1,96,3,1,2,3
06150000,ITEM_CH_W_LIGHT_01_LA_A_RARE,Cloth Tasset [RARE],1,1,46,3,1,2,4
07150000,ITEM_CH_W_LIGHT_01_LA_B_RARE,Cloth Tasset [RARE],1,1,48,3,1,2,4
08150000,ITEM_CH_W_LIGHT_01_LA_C_RARE,Cloth Tasset [RARE],1,1,50,3,1,2,4
09150000,ITEM_CH_W_LIGHT_02_LA_A_RARE,Quilting Tasset [RARE],12,1,51,3,1,2,4
0A150000,ITEM_CH_W_LIGHT_02_LA_B_RARE,Quilting Tasset [RARE],12,1,53,3,1,2,4
0B150000,ITEM_CH_W_LIGHT_02_LA_C_RARE,Quilting Tasset [RARE],12,1,55,3,1,2,4
0C150000,ITEM_CH_W_LIGHT_03_LA_A_RARE,Iron Tasset [RARE],20,1,54,3,1,2,4
0D150000,ITEM_CH_W_LIGHT_03_LA_B_RARE,Iron Tasset [RARE],20,1,56,3,1,2,4
0E150000,ITEM_CH_W_LIGHT_03_LA_C_RARE,Iron Tasset [RARE],20,1,58,3,1,2,4
0F150000,ITEM_CH_W_LIGHT_04_LA_A_RARE,Steel Tasset [RARE],28,1,58,3,1,2,4
10150000,ITEM_CH_W_LIGHT_04_LA_B_RARE,Steel Tasset [RARE],28,1,60,3,1,2,4
11150000,ITEM_CH_W_LIGHT_04_LA_C_RARE,Steel Tasset [RARE],28,1,62,3,1,2,4
12150000,ITEM_CH_W_LIGHT_05_LA_A_RARE,Python Tasset [RARE],36,1,61,3,1,2,4
13150000,ITEM_CH_W_LIGHT_05_LA_B_RARE,Python Tasset [RARE],36,1,63,3,1,2,4
14150000,ITEM_CH_W_LIGHT_05_LA_C_RARE,Python Tasset [RARE],36,1,65,3,1,2,4
15150000,ITEM_CH_W_LIGHT_06_LA_A_RARE,Cheonchuk Tasset [RARE],46,1,65,3,1,2,4
16150000,ITEM_CH_W_LIGHT_06_LA_B_RARE,Cheonchuk Tasset [RARE],46,1,67,3,1,2,4
17150000,ITEM_CH_W_LIGHT_06_LA_C_RARE,Cheonchuk Tasset [RARE],46,1,70,3,1,2,4
18150000,ITEM_CH_W_LIGHT_07_LA_A_RARE,Tiger Bone Tasset [RARE],56,1,70,3,1,2,4
19150000,ITEM_CH_W_LIGHT_07_LA_B_RARE,Tiger Bone Tasset [RARE],56,1,72,3,1,2,4
1A150000,ITEM_CH_W_LIGHT_07_LA_C_RARE,Tiger Bone Tasset [RARE],56,1,74,3,1,2,4
1B150000,ITEM_CH_W_LIGHT_08_LA_A_RARE,Deva Tasset [RARE],68,1,75,3,1,2,4
1C150000,ITEM_CH_W_LIGHT_08_LA_B_RARE,Deva Tasset [RARE],68,1,77,3,1,2,4
1D150000,ITEM_CH_W_LIGHT_08_LA_C_RARE,Deva Tasset [RARE],68,1,79,3,1,2,4
1E150000,ITEM_CH_W_LIGHT_09_LA_A_RARE,Girin Horn Tasset [RARE],80,1,80,3,1,2,4
1F150000,ITEM_CH_W_LIGHT_09_LA_B_RARE,Girin Horn Tasset [RARE],80,1,82,3,1,2,4
20150000,ITEM_CH_W_LIGHT_09_LA_C_RARE,Girin Horn Tasset [RARE],80,1,84,3,1,2,4
21150000,ITEM_CH_W_LIGHT_10_LA_A_RARE,Witacheon Tasset [RARE],92,1,85,3,1,2,4
22150000,ITEM_CH_W_LIGHT_10_LA_B_RARE,Witacheon Tasset [RARE],92,1,87,3,1,2,4
23150000,ITEM_CH_W_LIGHT_10_LA_C_RARE,Witacheon Tasset [RARE],92,1,89,3,1,2,4
24150000,ITEM_CH_W_LIGHT_11_LA_A_RARE,Drako Underworld Tasset [RARE],101,1,90,3,1,2,4
27150000,ITEM_CH_W_LIGHT_12_LA_A_RARE,Phoenix Tasset [RARE],111,1,92,3,1,2,4
28150000,ITEM_CH_W_LIGHT_12_LA_B_RARE,Phoenix Tasset [RARE],111,1,94,3,1,2,4
29150000,ITEM_CH_W_LIGHT_12_LA_C_RARE,Phoenix Tasset [RARE],111,1,96,3,1,2,4
2A150000,ITEM_CH_W_LIGHT_01_AA_A_RARE,Cloth Glove [RARE],1,1,46,3,1,2,5
2B150000,ITEM_CH_W_LIGHT_01_AA_B_RARE,Cloth Glove [RARE],1,1,48,3,1,2,5
2C150000,ITEM_CH_W_LIGHT_01_AA_C_RARE,Cloth Glove [RARE],1,1,50,3,1,2,5
2D150000,ITEM_CH_W_LIGHT_02_AA_A_RARE,Quilting Glove [RARE],8,1,49,3,1,2,5
2E150000,ITEM_CH_W_LIGHT_02_AA_B_RARE,Quilting Glove [RARE],8,1,51,3,1,2,5
2F150000,ITEM_CH_W_LIGHT_02_AA_C_RARE,Quilting Glove [RARE],8,1,53,3,1,2,5
30150000,ITEM_CH_W_LIGHT_03_AA_A_RARE,Iron Glove [RARE],16,1,52,3,1,2,5
31150000,ITEM_CH_W_LIGHT_03_AA_B_RARE,Iron Glove [RARE],16,1,54,3,1,2,5
32150000,ITEM_CH_W_LIGHT_03_AA_C_RARE,Iron Glove [RARE],16,1,57,3,1,2,5
33150000,ITEM_CH_W_LIGHT_04_AA_A_RARE,Steel Glove [RARE],24,1,56,3,1,2,5
34150000,ITEM_CH_W_LIGHT_04_AA_B_RARE,Steel Glove [RARE],24,1,58,3,1,2,5
35150000,ITEM_CH_W_LIGHT_04_AA_C_RARE,Steel Glove [RARE],24,1,60,3,1,2,5
36150000,ITEM_CH_W_LIGHT_05_AA_A_RARE,Python Glove [RARE],32,1,59,3,1,2,5
37150000,ITEM_CH_W_LIGHT_05_AA_B_RARE,Python Glove [RARE],32,1,61,3,1,2,5
38150000,ITEM_CH_W_LIGHT_05_AA_C_RARE,Python Glove [RARE],32,1,64,3,1,2,5
39150000,ITEM_CH_W_LIGHT_06_AA_A_RARE,Cheonchuk Glove [RARE],42,1,64,3,1,2,5
3A150000,ITEM_CH_W_LIGHT_06_AA_B_RARE,Cheonchuk Glove [RARE],42,1,66,3,1,2,5
3B150000,ITEM_CH_W_LIGHT_06_AA_C_RARE,Cheonchuk Glove [RARE],42,1,68,3,1,2,5
3C150000,ITEM_CH_W_LIGHT_07_AA_A_RARE,Tiger Bone Glove [RARE],52,1,68,3,1,2,5
3D150000,ITEM_CH_W_LIGHT_07_AA_B_RARE,Tiger Bone Glove [RARE],52,1,70,3,1,2,5
3E150000,ITEM_CH_W_LIGHT_07_AA_C_RARE,Tiger Bone Glove [RARE],52,1,72,3,1,2,5
3F150000,ITEM_CH_W_LIGHT_08_AA_A_RARE,Deva Glove [RARE],64,1,73,3,1,2,5
40150000,ITEM_CH_W_LIGHT_08_AA_B_RARE,Deva Glove [RARE],64,1,75,3,1,2,5
41150000,ITEM_CH_W_LIGHT_08_AA_C_RARE,Deva Glove [RARE],64,1,77,3,1,2,5
42150000,ITEM_CH_W_LIGHT_09_AA_A_RARE,Girin Horn Glove [RARE],76,1,78,3,1,2,5
43150000,ITEM_CH_W_LIGHT_09_AA_B_RARE,Girin Horn Glove [RARE],76,1,80,3,1,2,5
44150000,ITEM_CH_W_LIGHT_09_AA_C_RARE,Girin Horn Glove [RARE],76,1,83,3,1,2,5
45150000,ITEM_CH_W_LIGHT_10_AA_A_RARE,Witacheon Glove [RARE],90,1,84,3,1,2,5
46150000,ITEM_CH_W_LIGHT_10_AA_B_RARE,Witacheon Glove [RARE],90,1,86,3,1,2,5
47150000,ITEM_CH_W_LIGHT_10_AA_C_RARE,Witacheon Glove [RARE],90,1,89,3,1,2,5
48150000,ITEM_CH_W_LIGHT_11_AA_A_RARE,Drako Underworld Bracer [RARE],101,1,89,3,1,2,5
4B150000,ITEM_CH_W_LIGHT_12_AA_A_RARE,Phoenix Glove [RARE],111,1,91,3,1,2,5
4C150000,ITEM_CH_W_LIGHT_12_AA_B_RARE,Phoenix Glove [RARE],111,1,93,3,1,2,5
4D150000,ITEM_CH_W_LIGHT_12_AA_C_RARE,Phoenix Glove [RARE],111,1,95,3,1,2,5
4E150000,ITEM_CH_W_LIGHT_01_FA_A_RARE,Cloth Boots [RARE],1,1,46,3,1,2,6
4F150000,ITEM_CH_W_LIGHT_01_FA_B_RARE,Cloth Boots [RARE],1,1,48,3,1,2,6
50150000,ITEM_CH_W_LIGHT_01_FA_C_RARE,Cloth Boots [RARE],1,1,50,3,1,2,6
51150000,ITEM_CH_W_LIGHT_02_FA_A_RARE,Quilting Boots [RARE],10,1,50,3,1,2,6
52150000,ITEM_CH_W_LIGHT_02_FA_B_RARE,Quilting Boots [RARE],10,1,52,3,1,2,6
53150000,ITEM_CH_W_LIGHT_02_FA_C_RARE,Quilting Boots [RARE],10,1,54,3,1,2,6
54150000,ITEM_CH_W_LIGHT_03_FA_A_RARE,Iron Boots [RARE],18,1,53,3,1,2,6
55150000,ITEM_CH_W_LIGHT_03_FA_B_RARE,Iron Boots [RARE],18,1,55,3,1,2,6
56150000,ITEM_CH_W_LIGHT_03_FA_C_RARE,Iron Boots [RARE],18,1,58,3,1,2,6
57150000,ITEM_CH_W_LIGHT_04_FA_A_RARE,Steel Boots [RARE],26,1,57,3,1,2,6
58150000,ITEM_CH_W_LIGHT_04_FA_B_RARE,Steel Boots [RARE],26,1,59,3,1,2,6
59150000,ITEM_CH_W_LIGHT_04_FA_C_RARE,Steel Boots [RARE],26,1,61,3,1,2,6
5A150000,ITEM_CH_W_LIGHT_05_FA_A_RARE,Python Boots [RARE],34,1,60,3,1,2,6
5B150000,ITEM_CH_W_LIGHT_05_FA_B_RARE,Python Boots [RARE],34,1,62,3,1,2,6
5C150000,ITEM_CH_W_LIGHT_05_FA_C_RARE,Python Boots [RARE],34,1,64,3,1,2,6
5D150000,ITEM_CH_W_LIGHT_06_FA_A_RARE,Cheonchuk Boots [RARE],44,1,64,3,1,2,6
5E150000,ITEM_CH_W_LIGHT_06_FA_B_RARE,Cheonchuk Boots [RARE],44,1,67,3,1,2,6
5F150000,ITEM_CH_W_LIGHT_06_FA_C_RARE,Cheonchuk Boots [RARE],44,1,69,3,1,2,6
60150000,ITEM_CH_W_LIGHT_07_FA_A_RARE,Tiger Bone Boots [RARE],54,1,69,3,1,2,6
61150000,ITEM_CH_W_LIGHT_07_FA_B_RARE,Tiger Bone Boots [RARE],54,1,71,3,1,2,6
62150000,ITEM_CH_W_LIGHT_07_FA_C_RARE,Tiger Bone Boots [RARE],54,1,73,3,1,2,6
63150000,ITEM_CH_W_LIGHT_08_FA_A_RARE,Deva Boots [RARE],66,1,74,3,1,2,6
64150000,ITEM_CH_W_LIGHT_08_FA_B_RARE,Deva Boots [RARE],66,1,76,3,1,2,6
65150000,ITEM_CH_W_LIGHT_08_FA_C_RARE,Deva Boots [RARE],66,1,78,3,1,2,6
66150000,ITEM_CH_W_LIGHT_09_FA_A_RARE,Girin Horn Boots [RARE],78,1,79,3,1,2,6
67150000,ITEM_CH_W_LIGHT_09_FA_B_RARE,Girin Horn Boots [RARE],78,1,81,3,1,2,6
68150000,ITEM_CH_W_LIGHT_09_FA_C_RARE,Girin Horn Boots [RARE],78,1,83,3,1,2,6
69150000,ITEM_CH_W_LIGHT_10_FA_A_RARE,Witacheon Boots [RARE],91,1,85,3,1,2,6
6A150000,ITEM_CH_W_LIGHT_10_FA_B_RARE,Witacheon Boots [RARE],91,1,87,3,1,2,6
6B150000,ITEM_CH_W_LIGHT_10_FA_C_RARE,Witacheon Boots [RARE],91,1,89,3,1,2,6
6C150000,ITEM_CH_W_LIGHT_11_FA_A_RARE,Drako Underworldr Boots [RARE],101,1,89,3,1,2,6
6F150000,ITEM_CH_W_LIGHT_12_FA_A_RARE,Phoenix Boots [RARE],111,1,92,3,1,2,6
70150000,ITEM_CH_W_LIGHT_12_FA_B_RARE,Phoenix Boots [RARE],111,1,94,3,1,2,6
71150000,ITEM_CH_W_LIGHT_12_FA_C_RARE,Phoenix Boots [RARE],111,1,96,3,1,2,6
72150000,ITEM_CH_W_CLOTHES_01_HA_A_RARE,Cotton Hat [RARE],1,1,41,3,1,1,1
73150000,ITEM_CH_W_CLOTHES_01_HA_B_RARE,Cotton Hat [RARE],1,1,43,3,1,1,1
74150000,ITEM_CH_W_CLOTHES_01_HA_C_RARE,Cotton Hat [RARE],1,1,45,3,1,1,1
75150000,ITEM_CH_W_CLOTHES_02_HA_A_RARE,Linen Hat [RARE],11,1,45,3,1,1,1
76150000,ITEM_CH_W_CLOTHES_02_HA_B_RARE,Linen Hat [RARE],11,1,47,3,1,1,1
77150000,ITEM_CH_W_CLOTHES_02_HA_C_RARE,Linen Hat [RARE],11,1,49,3,1,1,1
78150000,ITEM_CH_W_CLOTHES_03_HA_A_RARE,Silk Hat [RARE],19,1,48,3,1,1,1
79150000,ITEM_CH_W_CLOTHES_03_HA_B_RARE,Silk Hat [RARE],19,1,50,3,1,1,1
7A150000,ITEM_CH_W_CLOTHES_03_HA_C_RARE,Silk Hat [RARE],19,1,52,3,1,1,1
7B150000,ITEM_CH_W_CLOTHES_04_HA_A_RARE,Holyword Hat [RARE],27,1,51,3,1,1,1
7C150000,ITEM_CH_W_CLOTHES_04_HA_B_RARE,Holyword Hat [RARE],27,1,53,3,1,1,1
7D150000,ITEM_CH_W_CLOTHES_04_HA_C_RARE,Holyword Hat [RARE],27,1,55,3,1,1,1
7E150000,ITEM_CH_W_CLOTHES_05_HA_A_RARE,Sasan silk Hat [RARE],35,1,54,3,1,1,1
7F150000,ITEM_CH_W_CLOTHES_05_HA_B_RARE,Sasan silk Hat [RARE],35,1,56,3,1,1,1
80150000,ITEM_CH_W_CLOTHES_05_HA_C_RARE,Sasan silk Hat [RARE],35,1,58,3,1,1,1
81150000,ITEM_CH_W_CLOTHES_06_HA_A_RARE,Soharin Hat [RARE],45,1,58,3,1,1,1
82150000,ITEM_CH_W_CLOTHES_06_HA_B_RARE,Soharin Hat [RARE],45,1,60,3,1,1,1
83150000,ITEM_CH_W_CLOTHES_06_HA_C_RARE,Soharin Hat [RARE],45,1,62,3,1,1,1
84150000,ITEM_CH_W_CLOTHES_07_HA_A_RARE,Taesarin Hat [RARE],55,1,62,3,1,1,1
85150000,ITEM_CH_W_CLOTHES_07_HA_B_RARE,Taesarin Hat [RARE],55,1,64,3,1,1,1
86150000,ITEM_CH_W_CLOTHES_07_HA_C_RARE,Taesarin Hat [RARE],55,1,66,3,1,1,1
87150000,ITEM_CH_W_CLOTHES_08_HA_A_RARE,Devildom Hat [RARE],67,1,67,3,1,1,1
88150000,ITEM_CH_W_CLOTHES_08_HA_B_RARE,Devildom Hat [RARE],67,1,69,3,1,1,1
89150000,ITEM_CH_W_CLOTHES_08_HA_C_RARE,Devildom Hat [RARE],67,1,71,3,1,1,1
8A150000,ITEM_CH_W_CLOTHES_09_HA_A_RARE,Shaman Hat [RARE],79,1,72,3,1,1,1
8B150000,ITEM_CH_W_CLOTHES_09_HA_B_RARE,Shaman Hat [RARE],79,1,74,3,1,1,1
8C150000,ITEM_CH_W_CLOTHES_09_HA_C_RARE,Shaman Hat [RARE],79,1,75,3,1,1,1
8D150000,ITEM_CH_W_CLOTHES_10_HA_A_RARE,Taesang Hat [RARE],91,1,76,3,1,1,1
8E150000,ITEM_CH_W_CLOTHES_10_HA_B_RARE,Taesang Hat [RARE],91,1,78,3,1,1,1
8F150000,ITEM_CH_W_CLOTHES_10_HA_C_RARE,Taesang Hat [RARE],91,1,80,3,1,1,1
90150000,ITEM_CH_W_CLOTHES_11_HA_A_RARE,Drako Sky God Hat [RARE],101,1,81,3,1,1,1
93150000,ITEM_CH_W_CLOTHES_12_HA_A_RARE,Draco Hat [RARE],111,1,82,3,1,1,1
94150000,ITEM_CH_W_CLOTHES_12_HA_B_RARE,Draco Hat [RARE],111,1,84,3,1,1,1
95150000,ITEM_CH_W_CLOTHES_12_HA_C_RARE,Draco Hat [RARE],111,1,86,3,1,1,1
96150000,ITEM_CH_W_CLOTHES_01_CA_A_RARE,Cotton Hood [RARE],1,1,41,3,1,1,1
97150000,ITEM_CH_W_CLOTHES_01_CA_B_RARE,Cotton Hood [RARE],1,1,43,3,1,1,1
98150000,ITEM_CH_W_CLOTHES_01_CA_C_RARE,Cotton Hood [RARE],1,1,45,3,1,1,1
99150000,ITEM_CH_W_CLOTHES_02_CA_A_RARE,Linen Hood [RARE],11,1,45,3,1,1,1
9A150000,ITEM_CH_W_CLOTHES_02_CA_B_RARE,Linen Hood [RARE],11,1,47,3,1,1,1
9B150000,ITEM_CH_W_CLOTHES_02_CA_C_RARE,Linen Hood [RARE],11,1,49,3,1,1,1
9C150000,ITEM_CH_W_CLOTHES_03_CA_A_RARE,Silk Hood [RARE],19,1,48,3,1,1,1
9D150000,ITEM_CH_W_CLOTHES_03_CA_B_RARE,Silk Hood [RARE],19,1,50,3,1,1,1
9E150000,ITEM_CH_W_CLOTHES_03_CA_C_RARE,Silk Hood [RARE],19,1,52,3,1,1,1
9F150000,ITEM_CH_W_CLOTHES_04_CA_A_RARE,Holyword Hood [RARE],27,1,51,3,1,1,1
A0150000,ITEM_CH_W_CLOTHES_04_CA_B_RARE,Holyword Hood [RARE],27,1,53,3,1,1,1
A1150000,ITEM_CH_W_CLOTHES_04_CA_C_RARE,Holyword Hood [RARE],27,1,55,3,1,1,1
A2150000,ITEM_CH_W_CLOTHES_05_CA_A_RARE,Sasan silk Hood [RARE],35,1,54,3,1,1,1
A3150000,ITEM_CH_W_CLOTHES_05_CA_B_RARE,Sasan silk Hood [RARE],35,1,56,3,1,1,1
A4150000,ITEM_CH_W_CLOTHES_05_CA_C_RARE,Sasan silk Hood [RARE],35,1,58,3,1,1,1
A5150000,ITEM_CH_W_CLOTHES_06_CA_A_RARE,Soharin Hood [RARE],45,1,58,3,1,1,1
A6150000,ITEM_CH_W_CLOTHES_06_CA_B_RARE,Soharin Hood [RARE],45,1,60,3,1,1,1
A7150000,ITEM_CH_W_CLOTHES_06_CA_C_RARE,Soharin Hood [RARE],45,1,62,3,1,1,1
A8150000,ITEM_CH_W_CLOTHES_07_CA_A_RARE,Taesarin Hood [RARE],55,1,62,3,1,1,1
A9150000,ITEM_CH_W_CLOTHES_07_CA_B_RARE,Taesarin Hood [RARE],55,1,64,3,1,1,1
AA150000,ITEM_CH_W_CLOTHES_07_CA_C_RARE,Taesarin Hood [RARE],55,1,66,3,1,1,1
AB150000,ITEM_CH_W_CLOTHES_08_CA_A_RARE,Devildom Hood [RARE],67,1,67,3,1,1,1
AC150000,ITEM_CH_W_CLOTHES_08_CA_B_RARE,Devildom Hood [RARE],67,1,69,3,1,1,1
